path	zone	extension	bytes	git_blob_sha	sha256	exact_duplicate_group	container_kind	container_members	filename_family_candidate
Systemwide/Source/Original-Documents/techne-company-profile (2).md	source-original	md	5542	f72dce8ba156192bc470769a1b5afbfe5cfe04c9	3c4c044ef6e97ffcd53c72141750777d2527d64de7058ef41686cb2f1b88443b	D031	text	0	techne company profile
Systemwide/Source/Original-Documents/techne-company-profile.md	source-original	md	5542	f72dce8ba156192bc470769a1b5afbfe5cfe04c9	3c4c044ef6e97ffcd53c72141750777d2527d64de7058ef41686cb2f1b88443b	D031	text	0	techne company profile
Systemwide/Source/Original-Documents/techne-floor23 (2).md	source-original	md	5673	ba9275a7b4ea0b2639a78d32d3ce406bd3989238	25ec8225bc227b8a9c9008af4e51d91a3a1a6c4130cf8065b1fd4165c93725f6	D022	text	0	techne floor23
Systemwide/Source/Original-Documents/techne-floor23.md	source-original	md	5673	ba9275a7b4ea0b2639a78d32d3ce406bd3989238	25ec8225bc227b8a9c9008af4e51d91a3a1a6c4130cf8065b1fd4165c93725f6	D022	text	0	techne floor23
Systemwide/Source/Original-Documents/techne-full-building (2).md	source-original	md	4744	7aed3a9fcec5c83aeb96a1768ba30540d29806d9	66c8b8808ad0b5ac4467c35a5e66a8ce252636ed9c27c880988ba318452fbf8c	D018	text	0	techne full building
Systemwide/Source/Original-Documents/techne-full-building.md	source-original	md	4744	7aed3a9fcec5c83aeb96a1768ba30540d29806d9	66c8b8808ad0b5ac4467c35a5e66a8ce252636ed9c27c880988ba318452fbf8c	D018	text	0	techne full building
Systemwide/Source/Original-Documents/techne.md	source-original	md	11212	6e8ed7f5422b16e9b4b3b81aadc97abebc0afbd3	68e86897bf783544ac68d47408173ce237c1a131d6d8f000823e1262e1960104		text	0	techne
Systemwide/Source/Original-Documents/template that resonates with me.docx	source-original	docx	7905	cb143aa52581b86db8476913c1f5f71f16245a77	56deb3af42a9110e8838394cd5c08e62622a2e827fff363a95a83edfa685f56f		docx	9	template that resonates with me
Systemwide/Source/Original-Documents/the Salon machine (1).docx	source-original	docx	14062	bb6ac74eb57dc3fd3df3d17e06308e0485b5b166	b0857246a7dd5c09e90c84d09c1bf8fe5e12c2fb902067d507da89159d8243c8		docx	9	salon machine
Systemwide/Source/Original-Documents/the automated beauty company (1).docx	source-original	docx	10907	7a9a14618e34ab56214169bd68ffd3d7ac261852	f7222448b2c221ce4899d75e2e6d58e5599e90792bce37e5e8b54b625f8aee09		docx	9	automated beauty company
Systemwide/Source/Original-Documents/the collaborative plan status (1).docx	source-original	docx	10731	43c7e18d57d66297f40cfc2988ad6e337cc8dbff	6734b3c3731e1add3b2330d39d5550201362fc2a31e0926238d690ee6f5c12dd		docx	9	collaborative plan status
Systemwide/Source/Original-Documents/the community (2).docx	source-original	docx	30084	9a66665177bca19e8cbc231d8521243217de55ea	c77daba198bbb11414e6ca6f876a7cbcbd8135b5a9ed9fa4befd89ab962dfc05		docx	12	community
Systemwide/Source/Original-Documents/the community (3).docx	source-original	docx	19519	a015b8afd26c7496bea48f34c19323fb792ca679	9688ae474f563d9e7cccecdb7eab68e021666f3a20f13f51c8409a64ffcdb64c		docx	9	community
Systemwide/Source/Original-Documents/the community residents.docx	source-original	docx	28232	878d0b2727fb98d17095b7a1bcefcaf88bd6ab45	ec8afff296be19ba9631e8e83d5d4baeed88b9fd18abb6804316826e7e1d6403		docx	9	community residents
Systemwide/Source/Original-Documents/the community.docx	source-original	docx	30042	474e01a27ca75caaf764ee8eb3ad06572a237954	5176ebf9a7781d8a5ab4f4bc6b44cb7c1b85efb81593805c56e43ffad4b34a60		docx	12	community
Systemwide/Source/Original-Documents/the fashion empire (1).docx	source-original	docx	3032733	edb8f90661e27ae670818b0e90b67e9f382c8ce4	fec4a950082bf82d8571c7be131019cf8b716cd8aecc0606a55ca9b062659559		docx	14	fashion empire
Systemwide/Source/Original-Documents/the fashion empire final use this.docx	source-original	docx	32723	68b7bfeeac4bf0521768233c923f74f4540b444a	b0c8c81b75aa281c59ccab8c7fec4a7b7cf2fc4de196fd3dec01ffbbf20dace3		docx	11	fashion empire
Systemwide/Source/Original-Documents/the fashion empire.docx	source-original	docx	22219	fd8d0f944469d55104eba6dfb20038d15a8b9fc1	4f43a31c9ea676ba87e044be0e3f5dff95647d54f2e57b135a81a055bacfd601		docx	12	fashion empire
Systemwide/Source/Original-Documents/the ficticious fashion empire.docx	source-original	docx	3021476	1e14eda297330126e38014c030261e775a96d01f	ccea2e75cc89aea5acf2cad5dd4222d0908c01cab7044d655a7ab1eb61a15565		docx	14	ficticious fashion empire
Systemwide/Source/Original-Documents/the footwear vault contents (1).docx	source-original	docx	3009746	a126f6390803b763a631873a1cafb8ac2a58dc66	1e750141ba2651cb95f40142c3967e7c8f52aced8b5ef76b07a914d6af72e383		docx	14	footwear vault contents
Systemwide/Source/Original-Documents/the manfacturing product line.docx	source-original	docx	37555	59c32934e22ffadb361adf4523235e0bcbb5eab9	12710c136d75a0d2d38496525c3ef7f4000d4322e21381c4853ad45b8c745a75		docx	12	manfacturing product line
Systemwide/Source/Original-Documents/the manufaturing product line (2).docx	source-original	docx	37506	8be9109ae4488d4a24c62227faa0d1b87f3a2b3c	c24c24612f93c18643be85cf6415044a98468dc472cf93c809290bf6b496f5f6		docx	12	manufaturing product line
Systemwide/Source/Original-Documents/the manufaturing product line.docx	source-original	docx	38549	584bc70b5b35b004b9ab11762edde0bff200fa67	797f3086301092526525dcf6d70ebe80c73e90361f038d06b8d2c1af12482ed9		docx	12	manufaturing product line
Systemwide/Source/Original-Documents/the metis showroom.docx	source-original	docx	10389	33f2731db1f337490044d8494d53ef17c5eeee71	bae024650968b8e82b7c32101303307bddb06cf47db92816aad9a8e55443257f		docx	9	metis showroom
Systemwide/Source/Original-Documents/the museum layout.docx	source-original	docx	20266	b4626d026a941195fa3370c9cc17bfe5201337c6	2d93ba3820c55e2148a84ca9b986c777969f2120e127bf41d705151df7d33c2f		docx	11	museum layout
Systemwide/Source/Original-Documents/the residential kitchen needs editing (1).docx	source-original	docx	10216	983a284ad2a0158cba4e28e5342a636e3c86c893	42e2f8cd4fb8935c570883d3277d72b13f4087a1a466c41a85c81537ec0fd6dc		docx	9	residential kitchen needs editing
Systemwide/Source/Original-Documents/the transfromation company (1).docx	source-original	docx	3013341	beacb68a57419232c793dc5d5404f1818616e711	38f1b032f6ad885bed5867c6e1978242b6dbae83559bae3183ad269e6269df75		docx	14	transfromation company
Systemwide/Source/Original-Documents/the whitcomb manufacturing line.docx	source-original	docx	20251	0238968b6f414228b563138f48897d3f52b0680a	2327af6f095455b13ea476cba188c20ad201d7c3c946b520a38de7d1a40c971b		docx	9	whitcomb manufacturing line
Systemwide/Source/Original-Documents/theFashionManufactoringLine.csv	source-original	csv	25455	633dad97057d6b08c99f44bf3aa24615b948ff18	5df57abf3874c18a4f306b967528cf391e9d7d6e8368ce0c55d3ace9ec245be1		text	0	thefashionmanufactoringline
Systemwide/Source/Original-Documents/things i usually need for prompts.docx	source-original	docx	7835	782f92dd1516eebf7a5bac9ccec3032a4b1d3533	8551efe598ddd3ad503d1fd3bb6ce26cf4b1474239bdd86eebb51df8eedf6db0		docx	9	things i usually need for prompts
Systemwide/Source/Original-Documents/threadbourne-home-product-guide.md	source-original	md	2927	ea15eaa7be041f989531fa3729d7234491d67afe	7d8783bcca7b48030e12644adc5cb1b3c987c19d1cfd77d27e30d2f38f49fbd0		text	0	threadbourne home product guide
Systemwide/Source/Original-Documents/threadbourne-robotics.md	source-original	md	12354	14de011559c9c5ac63e22df7018c0c0423fc3194	6b486f31bddc4be55b742df9425dbdd63d20d255f455705feae6921e1776be74		text	0	threadbourne robotics
Systemwide/Source/Original-Documents/time.xlsx	source-original	xlsx	28402	b45b4e1a34d3da62a9eab0358de5696823ae0aa4	4bc21a443fb79ea1a1d6068d1a13cb9bd439b54f321247f541d2e7bd7bb2b46e		xlsx	45	time
Systemwide/Source/Original-Documents/traits.xlsx	source-original	xlsx	35461	50d6d4c400407eb3a253f6649e52b77c31db2e20	4afe8d7349bd3312b97f04714501a482fc6c0e80b11b146e019051365c4814e7		xlsx	20	traits
Systemwide/Source/Original-Documents/types of sewing machines.docx	source-original	docx	15866	d5955894fe52ab5499d64002cc78a6f305cf3d58	744eb5f80a0ec04cc66d64511b161c7800e3a1a1c4e5577ce0292791e16de2d5		docx	11	types of sewing machines
Systemwide/Source/Original-Documents/types_of_skills.docx	source-original	docx	7778	9cdf364c8067449fefa9fc434a4f6d3a8fce46be	ae4e1d6f466248fa14c7cadfa9bfc6f8d16bb2e1d03643fe090cf8fbf2f2d2f3		docx	9	types of skills
Systemwide/Source/Original-Documents/urban planning.docx	source-original	docx	213787	22a333883bbce1a36f8dcac5e3b39eef05bb14a4	55af6789abb35174609bb96adf107279dd395a7efb078f32e94ba448011381e7		docx	11	urban planning
Systemwide/Source/Original-Documents/vacation_home_template.docx	source-original	docx	10090	bf516d586a9220f8e84307c38681634e6876cced	18f136d56d2abdf1b71b07d6e8efa3354dd15765c4a93fb31b26423b7a029fc3		docx	9	vacation home template
Systemwide/Source/Original-Documents/wealth-management (2).skill	source-original	skill	7225	3353209b9603dedf0ca67b40633a6af578ad57e3	cd1c4c44a1d75edb7e37e0071aa027ea3e5aec12676cd98acf615139e0dd6cd4	D008	skill	2	wealth management
Systemwide/Source/Original-Documents/wealth-management (3).skill	source-original	skill	7225	3353209b9603dedf0ca67b40633a6af578ad57e3	cd1c4c44a1d75edb7e37e0071aa027ea3e5aec12676cd98acf615139e0dd6cd4	D008	skill	2	wealth management
Systemwide/Source/Original-Documents/wealth-management.skill	source-original	skill	7225	e349c4e26c6c801f3b9f3dc92bdeeeccb54b6e7d	0aa2b2d11fdb56a56a07346dbb3901e8ce4e68d145b9527e8dc22b25039fbf8b		skill	2	wealth management
Systemwide/Source/Original-Documents/what it means to be a woman.docx	source-original	docx	12689	c7fb422ccbb134318fcbe8bb802c6ca83ee6b236	0eb40c98aee002ac8e918fa6224e62135fd119c6d317cdf000a6f5c08e6a0345		docx	9	what it means to be a woman
Systemwide/Source/Original-Documents/woodshop.docx	source-original	docx	16364	396d2b214db83737820f0dcf1ad7bb4ec95317f4	c0ad1b0f87505ff172473bea58f7c73d282f4ea6f5cf0bf457f30e9f4227f601		docx	11	woodshop
Systemwide/Source/Original-Documents/world_lexicon.docx	source-original	docx	9444	7f7a345050192f08c6f138587184fc30abcb9a21	747a8d484786344b8b35566ff6cca4eb7b4a1300d243beaab8f2b3f0ae40c955		docx	9	world lexicon
Systemwide/Source/Original-Documents/write 25 distinct prompts that revolve around a family.docx	source-original	docx	14912	7bc67369f874b80046552a456ae6187ef482be89	c106e4193bc8bae23d5a556b6b98ff85ab0b72870ebb94fccae678ba10ccea9d		docx	11	write 25 distinct prompts that revolve around a family
Systemwide/Source/Original-Documents/z-calendar - girl1.zip	source-original	zip	41762	bc7f9d576f0a322adb9f580dd61723d22914f819	fc28b838bb0099117e51473ae779d5b7fd5cff9a28cfdf4bab8ec337db08dc5f		zip	1	z calendar girl1
Systemwide/Source/Original-Documents/z-characters - Show me all the information on the characters.docx	source-original	docx	9127	262a279a3f44e570d9caa24ab146acf4adfa2bc8	0b64bff45c39f14f18053278531c334f0dbcff5f152b79c9a253e25cd9b1b851		docx	9	z characters show me all information on characters
Systemwide/Source/Original-Documents/z-schedule-For the story create the family schedule.docx	source-original	docx	8527	8e41ba77c3223d573b32b0c1d39f32b1a3b76f07	d11b35885fec4ea73727e0cc1d5a0de7dd0298ea4e4391e70756f4834e927219		docx	9	z schedule for story create family schedule
Systemwide/Source/Readable-Sources/S01 - 01 - Master Story Bible.md	source-readable-conversion	md	2519	f5f6d04bb5eb17f3000300d6f19107f54693d79f	9e8bbb53d02b657d51c653446fe1ba75bc21f50962e4279296a4c0d660fac3ae		text	0	s01 01 master story bible
Systemwide/Source/Readable-Sources/S02 - 02 - Voice and Style Guide.docx.md	source-readable-conversion	md	15241	0de058c7694a2c75693ac841a6862a82686ceaba	2d8c4e78e920e9f1518397c81fa7b444d2951b5c67fb915199c1e37845822a96		text	0	s02 02 voice and style guide docx
Systemwide/Source/Readable-Sources/S03 - 03 - Character Bible.md	source-readable-conversion	md	4701	3a214e861c364e18c72828e6d5a961fdb1075e6c	76e2f03df88e6c3acb36119857738d031e86e70fa87261d071159bf9b976a2bc		text	0	s03 03 character bible
Systemwide/Source/Readable-Sources/S04 - 04 - Timeline and Continuity.md	source-readable-conversion	md	1718	c1d6aec485e84c9062736434c37263db92a6bec6	86b76cf620577b5827102620b1ff1197c0ecb621940679d6e7df0eadb36483cf		text	0	s04 04 timeline and continuity
Systemwide/Source/Readable-Sources/S05 - 05 - Current Story State.md	source-readable-conversion	md	2371	d40631faffed7f48c1044f08f0c2ab578d864d78	5de239a9c83ce4bad027754ab1f50eb7dd13695479877a08c83f100a5a169403		text	0	s05 05 current story state
Systemwide/Source/Readable-Sources/S06 - 06 - Ideas - NON-CANON.md	source-readable-conversion	md	987	21b87fd9bdab523b43f1385e00a0ef51be98ab73	8b727cac13b28076f675e270e5a8c8470ed89745f2b1ca1e7f6f4bcdf699384d		text	0	s06 06 ideas non canon
Systemwide/Source/Readable-Sources/S07 - Greek Women in Mythology Table.md	source-readable-conversion	md	50921	b46f1288b30f6eeb0981c31310dab36467793b9b	9407c2555d4ea711b4eb202d31491dd6bff334b8783711378e962e99d210b505		text	0	s07 greek women in mythology table
Systemwide/Source/Readable-Sources/S08 - greek goddesses.md	source-readable-conversion	md	23256	0a2a22bf71965f16ab75116264496f4113fa25b2	de988b89a56cc79b50348df6f6bb6b7bd8b4ba6b1f31ff587654e28bc2e74bca		text	0	s08 greek goddesses
Systemwide/Source/Readable-Sources/S09 - Copilot Content Museum 2.md	source-readable-conversion	md	254608	336aa2dd18ee4ecd854a1695903f1c90ab5fb95e	4a2262e598821792b248d9cc867ad6ded11f293e36a73d6a6db7a4845bb45610		text	0	s09 copilot content museum 2
Systemwide/Source/Readable-Sources/S10 - Copilot Content museum 1.md	source-readable-conversion	md	86492	5bf0e44b7607051419a9da595f3bcc2f054e0b20	e1f65faa2190dab69e99447591abadbc198f9758ca753635fb1039e0178f6691		text	0	s10 copilot content museum 1
Systemwide/Source/Readable-Sources/S11 - Copilot Content Museum 4.md	source-readable-conversion	md	799126	2ca69c5385129a0756702590a01f9ced8d25c2ee	fa4fae0f8811aeca9f6059c760d5332a44c9053e58a15f5fe80a8c2b32e6549b		text	0	s11 copilot content museum 4
Systemwide/Source/SOURCE-RECOVERY-INVENTORY.md	source-metadata	md	5587	1b821a73847585b927f7ee4eb75136fec1838791	e5cbf0d6c0cc87d5441134b7c27c2a54ab09457c7cc85d1455d79821f96cbaf1		text	0	source recovery inventory
Systemwide/Source/conversations/page-001.json	source-conversation	json	51889	b8dc6e3b68543a2bd04348b2d6a62532748f2400	d6ff4bc600f8e4d169f40d245e23b937b1aa41668d67ea1742ba27920f336f9f		text	0	page 001
Systemwide/Source/conversations/page-002.json	source-conversation	json	54068	c5a0e3d9d3146abab1423702b17679049acd639f	48700660ad9a64046b9b0eb646eeea5c03481d1bb8e4baa7410ed5a3dc0f211b		text	0	page 002
Systemwide/Source/conversations/page-003.json	source-conversation	json	63908	9c0dbd641d4c50189686b64ea61badc4921a0ac7	92825a74384f48ab9f42798120aaa9bea6dc594b7b5b49ca6cf21770498c7663		text	0	page 003
Systemwide/Source/conversations/page-004.json	source-conversation	json	34907	cd501697796c0451b347c18852e2b4317d8a0092	f631ed6f7e75c49b95684bfb27a35eb7c5bc716829e48cb7d95b48610cc1b469		text	0	page 004
Systemwide/Source/conversations/page-005.json	source-conversation	json	44666	fdf1c40ff74ffc5be994e4c1269031895fd8798d	2fcbc769fbad4fa7332ae46e0e15c2a5d784e50aed81b735f1b6ebd066b32a74		text	0	page 005
Systemwide/Source/conversations/page-006.json	source-conversation	json	45224	b32fe07a488c47bd6b5ad4081bae01e40c63ac36	f8b7da7c89f4f575eb5ced8b5e3b2c4fbf62801787672490457e763255436ca6		text	0	page 006
Systemwide/Source/conversations/page-007.json	source-conversation	json	41774	c60662bacf51f76babb3d01bd2f04d4e7fa3fccb	2a584a6125c55babb9501fdd4ecf572b3975e1f8b49fbdcfb3382f6500d3214a		text	0	page 007
Systemwide/Source/conversations/page-008.json	source-conversation	json	36950	2370b720ac07286bf9fe8ccae26aa945ef75cefc	16e5eff556353bd8eca6d32463239966c33c3931a2386823a154fa7c2d1788b8		text	0	page 008
Systemwide/Source/conversations/page-009.json	source-conversation	json	31901	2f9242792803ae3ba7ca4f6d3e5de5d048f2e84b	e5512321a64d258436dbfdb09f694ac38f6f51516ee883553a14caa84b72b30a		text	0	page 009
Systemwide/Source/conversations/page-010.json	source-conversation	json	24130	420a2db1befcbfdc2d105b6130217c772271bf52	3568901c5a021143cfeecf52b497a79c02e43cb92d3b708c1d9bafd0b907e752		text	0	page 010
Systemwide/Source/conversations/page-011.json	source-conversation	json	36722	aba7aed71befa5ecdeb28b7f64db626d49291cca	630b70036545be5d5bac3eb23d0f2564a6f0542e6e125e05ffad2a89baa1101f		text	0	page 011
Systemwide/Source/conversations/page-012.json	source-conversation	json	48851	63c379bd3157ef6eebc53e252245bdf5711ef88b	a0d9ebf9523ba1dc4edfe63b0474534e12f1fb7786dff5d9569a97dbbf0818e4		text	0	page 012
Systemwide/Source/conversations/page-013.json	source-conversation	json	68205	e50964c683db0ffe3e1f86c3632c1c03cda2d1ec	f651ea9e8cbbdc7e7a43bed32969dc784374c55340120fa729699aa44beef362		text	0	page 013
Systemwide/Source/conversations/page-014.json	source-conversation	json	74172	ed47d0906507d1eda7eac0a4ee3b05d9f982a1e0	acf4d709c6e4af62cd8ea98678031c7fad195429c8386c04c5cd064264521904		text	0	page 014
Systemwide/Source/conversations/page-015.json	source-conversation	json	75358	edf8b01bfa28f2c8bc05aee75c31f303df530a21	6c1c07d47b82c0c5fde42e971885ca358513ac11a2ca8d742b624700506440fb		text	0	page 015
Systemwide/Source/conversations/page-016.json	source-conversation	json	55401	13921bea69668b3e929328726edc64e47575dd00	94dd3d8d7a0e09e476e01ce145d12b1fa9a1d80e4c8f91ce3cf50550485d7533		text	0	page 016
Systemwide/Source/conversations/page-017.json	source-conversation	json	38914	2205718cbf6129bc3d0858e9ac3c95177134e09c	387fb547f5e3b13ad8983ca87a89cff1c8f6f71f4ed31eaed8be7aeb2df13659		text	0	page 017
Systemwide/Source/conversations/page-018.json	source-conversation	json	38616	465d9319c5baa3835848719040b7f223948746f8	024bb8b3b65278ffc5c0ccdb6fd72b2ccc8c7ccfcb12a20ef7f2cb16d4a3cd16		text	0	page 018
Systemwide/Source/conversations/page-019.json	source-conversation	json	32256	b4886d805c0f06094b77e1ff29eb98cc636c7503	a28d5c1d44fd481b71c15f1cb3b4fc1b3fc30f33fd4d739eb9a9866c373376b0		text	0	page 019
Systemwide/Source/conversations/page-020.json	source-conversation	json	36148	1e1470abe8155c91948f6cc5df4d3ccd0451cb70	ee32521203abb7991f8303a4e34bfedfaa64693aec87831c22881d3ce33e294f		text	0	page 020
Systemwide/Source/conversations/page-021.json	source-conversation	json	51584	f1dc4045c0b6dad06be5627761dd25abd365a3e5	54a837318b95d938ed648f2e27b872476df4f6eab533340bbd103bc23603d29f		text	0	page 021
Systemwide/Source/conversations/page-022.json	source-conversation	json	41252	410dd11417e1339df1108f8407c85b74f35fd929	c5cff805441294362d2c36b56aedee56e2ca5f415f2f002ed9799b3ea74f9606		text	0	page 022
Systemwide/Source/conversations/page-023.json	source-conversation	json	38452	c1eb752cddbf345bc2654537ea8c8df44afc900b	f16cd775af52a9f614ee2693fc85c9ea00a2eec8df820c8144fd416f6a58f515		text	0	page 023
Systemwide/Source/conversations/page-024.json	source-conversation	json	40669	470ca1a66561e42c802838ae30cee2260d3d376b	2a25b1caaaf1ba9d1aed149a613c3844860934809e35dea806e714f367d725e7		text	0	page 024
Systemwide/Source/conversations/page-025.json	source-conversation	json	46963	6014ccdda0607fdbd284ef6b5f6ea2c156f6a8cf	f2e0abe7c45a39a602a405ea95e3eb8e33034a6b1b53a6144c9357aee20ce72a		text	0	page 025
Systemwide/Source/conversations/page-026.json	source-conversation	json	17362	933f21d852fcad6a4a6e4d2a8d898b9fc8220851	9fbeb6087cb7eb714b42e831b52146f9139ef491acc6fa73ee568218b35ee8ec		text	0	page 026
system bible/01-system-and-canon-framework.md	curated-output	md	7371	f53cc6c773e8f4bff111243db601cdba75504526	c6cf9536227074e70d622a7ccf79987696d9c3e1e34b5fbc23ee1ad7130937e4		text	0	01 system and canon framework
system bible/01-system-and-canon-framework/authorial-intent-and-immersive-persona.md	curated-output	md	10913	7d09452b84949824535ed082908d6c2eb149050b	12fada64a42b71d1a70d974063519e46edfd91953fb377ff04369cae27e7d8ab		text	0	authorial intent and immersive persona
system bible/01-system-and-canon-framework/authority-and-status.md	curated-output	md	7995	98e4300d0718701142c3467d8d07bccd3ab47cda	e55016a521f68e1995d6b48b7abb27b642ce4db54a180e3b4b3c65c59390d7a1		text	0	authority and status
system bible/01-system-and-canon-framework/chat-decision-and-scope-ledger.md	curated-output	md	24072	667d51378f057bbe21fd6b144ba7ecc6b0f16278	d472563aab4a1d5fefe4827ba5ea0a01c7d930276ad14087f2458f69c63fba8d		text	0	chat decision and scope ledger
system bible/01-system-and-canon-framework/collaboration-shorthand-and-fun.md	curated-output	md	7893	cdef56e014592a686960d3b0a8d575dc776ee219	3c0e234aefa03e38c11632ccff4c580544fd682fda1ae9256e4b1d9a40d5db86		text	0	collaboration shorthand and fun
system bible/01-system-and-canon-framework/continuity-and-state.md	curated-output	md	5391	300bc6b8a8b8af7b16462d57b64a7dccb166fe2c	9ccc5f87f76902eb37ac99de2d51182a7bd61c7d40f03bd675749a86268c05f8		text	0	continuity and state
system bible/01-system-and-canon-framework/ingestion-recovery-and-versioning.md	curated-output	md	5507	c49c8a0f1899c87baad1829c8572576ff6753e6e	5945ab3d376dcb4c763d7d9ff66937148d3a331acf26a216eaddb9cfeb3a6379		text	0	ingestion recovery and versioning
system bible/01-system-and-canon-framework/intimacy-sex-kink-and-interpretation.md	curated-output	md	7164	43b9594700ddda060c2058a8c6bebefd0bec9be5	87f36bad2130fbb185c818e06c66e1eef5d9d60a74e9976607214f6b2e464718		text	0	intimacy sex kink and interpretation
system bible/01-system-and-canon-framework/legacy-protocols-and-conflicts.md	curated-output	md	6016	abca049b3325b8e844b14504f95fea080f102e77	9bfbc36a48bada6c5a64e1764f5215ce2b8059acc36d3d5e1f72242da25067a5		text	0	legacy protocols and conflicts
system bible/01-system-and-canon-framework/power-control-agency-and-hestia-principle.md	curated-output	md	6861	a45372acca6dd807481565c8eb8a57e9256d15fe	efbd394ba904ae721ed72f3d7148ddbd0dfa96839a8820a5951006794596c76c		text	0	power control agency and hestia principle
system bible/01-system-and-canon-framework/project-purpose-and-recovery-mandate.md	curated-output	md	7826	edb1586fdbd4c4073c432213fefaff3c8ed15376	70b45f9f297fd99715013fce06fefb069bd9958600d14bbef4ace193c7721f52		text	0	project purpose and recovery mandate
system bible/01-system-and-canon-framework/source-coverage.md	curated-output	md	4621	a4456f434ff335d15f46531141cb31e3f37b1e31	5174c2a2e212ea513f8ccd13b3bb4eddf88dc45c0612f3b4b560979c76f763f5		text	0	source coverage
system bible/01-system-and-canon-framework/templates-and-schemas.md	curated-output	md	3636	8e4e41ca6627381ab92a7ed2c6777632e016fb6a	950a7f7dbc3742d48b053acd9b0ac977623c94f59f9a80ce4336bc410fc0ba65		text	0	templates and schemas
system bible/01-system-and-canon-framework/unauthorized-descoping-audit.md	curated-output	md	10128	40ee287fff2a0dbe49d5264f704c64c237832686	96103315e3f3857b98c1e70cd3ca3247db9f3f7531b1793fd541218e9e24f549		text	0	unauthorized descoping audit
system bible/01-system-and-canon-framework/voice-and-style.md	curated-output	md	13760	417cb58b1832f9560d6dcce82fb81e046677ec56	36f21781fb7490431dd688fa1d58c26bcdd546f69d5d444bcf0f7c30014c2d94		text	0	voice and style
system bible/01-system-and-canon-framework/world-truths-and-scope-baseline.md	curated-output	md	12639	d1277c555a9c23d5c7274be47e6748bd6c214265	bd7aa7d586ca7e352163760a3aceaa576d8a5945aecbc6b54d405c3f0478747b		text	0	world truths and scope baseline
system bible/02-athena.md	curated-output	md	17725	8b49e9d46d5b538f005311d9024bf4501a395077	b645bf56291cf855ae49551cae7e0fb24c5a1e04e4a345527f3181c5372c6ca7		text	0	02 athena
system bible/02-athena/commercial-ramp-lesbos-and-danielle.md	curated-output	md	8316	9882c5b15a9b0fbe4ab669d7d9a4a3c09f35c28a	2d2714e12c93b14bad09d10791bf6573d67502a5f729a1f4b19763f2fcd5e417		text	0	commercial ramp lesbos and danielle
system bible/02-athena/decision-and-receipt-ledger.md	curated-output	md	12280	394caa926f7489e40dd043978bad9d14e976109f	ae49a22357566cc92a729c4cb998cce6be1c0628bc9b322df19a4db2141ced6c		text	0	decision and receipt ledger
system bible/02-athena/early-development-and-corvette.md	curated-output	md	9555	ca97616ad8218939c12155506ac557c680c80c06	92d91e0f9f66129f34bc570bd98b41ddd86629c6cf9f8c7ea3bf8a7dc01384a7		text	0	early development and corvette
system bible/02-athena/first-business-j-and-employment.md	curated-output	md	10191	9d0e458039eae6264718402d4184f7984933e8d6	79d68b41183c8b884992d615474f67e0147a6eaa66684601190afc69bad9e037		text	0	first business j and employment
system bible/02-athena/hidden-history-and-reveal.md	curated-output	md	12333	6eb9ac6bb7da9bb4076910eefd82fb2f2f6f27c1	e4f9098a91ace0b92f625ebbfa03df5b96dbff0009953b0d014d3ef5cbc82d6b		text	0	hidden history and reveal
system bible/03-relationships-family-and-polycule.md	curated-output	md	3270	3ed998523bd3f93eab4dc8d94e0b57f70ba4d3a8	923fd688d4d612fc0b5d641ee3e1f9101857913aed97a55aa6689bcbf0504011		text	0	03 relationships family and polycule
system bible/04-transformation-and-swap-mechanics.md	curated-output	md	3002	e48819adfc3ed814d00d0c090fe31cc92903c078	43e6f85a814e5354d8309112b39a2c5ae0841b6e29b4f1a8bacf40fb3fc37a7a		text	0	04 transformation and swap mechanics
system bible/06-sapphic-culture.md	curated-output	md	2278	d446eeeabe161d7cc57e596b326e28ba09315df2	76ccad6fc3b804b90e31d58676c5fe90b5505004908b32b87eea063b68faef54		text	0	06 sapphic culture
system bible/07-st-claire.md	curated-output	md	4931	079eba0cbca408a08353e0278e606272b37ff131	8a6c6ac4ddfb1c42477a69c08c19d41f7588f273be96496d22f71f31ada52288		text	0	07 st claire
system bible/07-st-claire/hestia-principle.md	curated-output	md	2204	3102bc183a476ee9eff97759e0f0dbd1c9231be8	8f983645d6c0b1793dc9bfe123b28ebc0d9079f421fc28ece88f5c808cfc1729		text	0	hestia principle
system bible/08-estate-dreamhouse-obsidian-vanguard.md	curated-output	md	8914	1757c82bd276df301e839d3e722065c618b2f44d	0a6bc9e43d1ef8fa83722e02b992bda67fc63bf4a9eff2b5c77c69b39ddd1efb		text	0	08 estate dreamhouse obsidian vanguard
system bible/08-estate-dreamhouse-obsidian-vanguard/architecture-reconciliation.md	curated-output	md	9813	f2b3a19ddf077d5b60234d54de74cfc65b374001	1d834b124b1d2857a17f5da74dc5e9c2bd59274167b78170ac6215a5e751339b		text	0	architecture reconciliation
system bible/08-estate-dreamhouse-obsidian-vanguard/barbie-mattel-and-submarine.md	curated-output	md	15782	a9b5fead4851a217c728e2b90aae7a645df98a52	b3f082e8429a1de2f8e691809a15a7f23a35a96da46be5ad060f017df895ef23		text	0	barbie mattel and submarine
